Top pages,Clicks,Impressions,CTR,Position
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_6900yl_5e/,53,603,8.79%,6.13
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2300d_2a/,53,470,11.28%,4.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dw_291h_1a/,52,1116,4.66%,4.26
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600ue_1e/,52,752,6.91%,5.77
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600u_1e/,52,643,8.09%,4.72
https://tempus.ru/catalog/watches/casio/sports/_casio_hs_80tw_1e/,52,617,8.43%,4.68
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b3000d_1a/,52,556,9.35%,5.3
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007g_9e/,52,556,9.35%,5.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302ds_2a/,52,343,15.16%,3.84
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_110_1b/,51,1876,2.72%,6.19
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_800_1b/,51,1489,3.43%,5.83
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd03d_3a1/,51,1184,4.31%,9.98
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_220h_1a/,51,666,7.66%,6.26
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_163wa_1/,51,613,8.32%,7.03
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v009d_2e/,51,595,8.57%,4.29
https://tempus.ru/catalog/watches/casio/g_shock/casio_gba_950_1a/,51,566,9.01%,4.63
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_35ld_5e/,51,481,10.6%,5.06
https://tempus.ru/catalog/watches/casio/edifice/casio_eqb_1100d_1a/,50,1762,2.84%,8.03
https://tempus.ru/catalog/watches/casio/g_shock/casio_gwg_b1000_1a4/,50,900,5.56%,6.74
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_108d_1a/,50,879,5.69%,6.54
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wegg_1b/,50,652,7.67%,5.35
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1169d_7a/,50,454,11.01%,4.78
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_150d_1a/,50,452,11.06%,4.17
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100bd_1a/,50,451,11.09%,7.18
https://tempus.ru/catalog/watches/yaponiya/,49,8104,0.6%,9.3
https://tempus.ru/catalog/watches/casio/baby-g/,49,3222,1.52%,5.47
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2110su_3a/,49,1112,4.41%,5.14
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1700h_1a2/,49,880,5.57%,3.75
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b2000ybd_2a/,49,742,6.6%,6.02
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526d_2a/,49,611,8.02%,5.08
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_158wea_1e/,49,611,8.02%,5.38
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_10d_2a/,49,473,10.36%,5.08
https://tempus.ru/catalog/watches/seiko/divers/seiko_skx007k2/,48,1877,2.56%,10.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302d_7a1/,48,1648,2.91%,6.14
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_30_1a/,48,1106,4.34%,6.09
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374l_1a/,48,936,5.13%,5.45
https://tempus.ru/catalog/watches/orient/sun_moon_classic/,48,860,5.58%,6.35
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340t_7e/,48,661,7.26%,5.75
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2110d_2a/,48,508,9.45%,5.17
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b010_1a1/,48,495,9.7%,4.84
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_e735d_7a/,48,483,9.94%,3.94
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_700_1b/,47,3649,1.29%,5.74
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_la_680wea_7e/,47,1139,4.13%,6.94
https://tempus.ru/podarochnye-sertifikaty/,47,753,6.24%,4.22
https://tempus.ru/catalog/watches/casio/g_shock/casio_dwn_5600_4e/,47,712,6.6%,6.77
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600rl_1e/,47,512,9.18%,6.5
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_abl_100wegg_1b/,47,484,9.71%,5.73
https://tempus.ru/catalog/watches/casio/casio_collections/casio_lf_30w_1a/,47,467,10.06%,4.91
https://tempus.ru/catalog/watches/hamilton/,46,7129,0.65%,12.4
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v002d_1b3/,46,973,4.73%,5.89
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_35y_1b/,46,906,5.08%,6.52
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340_1e/,46,850,5.41%,6.24
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_164wa_1v/,46,685,6.72%,4.76
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1381d_7a/,46,498,9.24%,5.5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b190l_2b/,46,457,10.07%,3.8
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m305l_7a/,46,359,12.81%,5.06
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_b640wb_1a/,45,1081,4.16%,5.94
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_100b_7a/,45,1080,4.17%,7.18
https://tempus.ru/catalog/watches/casio/g_shock/casio_gw_3000m_4a/,45,959,4.69%,6.03
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c110d_1a3/,45,616,7.31%,5.27
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b190gl_7b/,45,438,10.27%,4.23
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_la-670wea-7e/,44,1087,4.05%,6.26
https://tempus.ru/catalog/watches/casio/casio_collections/casio_db_360_1a/,44,959,4.59%,5.67
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1239d_1a/,44,887,4.96%,7
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_217h_1a/,44,854,5.15%,5.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302da_2a2/,44,640,6.88%,5.11
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_1b/,44,638,6.9%,5.58
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100bb_1a/,44,596,7.38%,6.33
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpj85k1/,44,387,11.37%,5.49
https://tempus.ru/catalog/watches/casio/g_shock/casio_gr_b300_1a/,43,816,5.27%,5.82
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd03d_1a/,43,745,5.77%,4.96
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v001d_7b/,43,618,6.96%,4.83
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_950db_2a/,43,480,8.96%,6.7
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_730l_7a/,43,285,15.09%,3.56
https://tempus.ru/catalog/watches/citizen/tsuyosa/,42,1713,2.45%,5.96
https://tempus.ru/catalog/watches/orient/diver/,42,1266,3.32%,5.82
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2000s_1a/,42,1042,4.03%,5.25
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_s110_1a/,42,679,6.19%,6.09
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1183a_7a/,42,666,6.31%,4.66
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_abl_100we_1b/,42,600,7%,5.7
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b1000b_1a/,42,530,7.92%,5.72
https://tempus.ru/catalog/watches/casio/g_shock/casio_gba_900uu_3a/,42,511,8.22%,4.94
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b146d_1a/,42,498,8.43%,5.29
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd03b_1a/,42,253,16.6%,3.97
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_b166d_2a/,41,400,10.25%,4
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd79k1/,41,369,11.11%,5.18
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b195d_7a/,41,343,11.95%,4.46
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_s567d_2a/,41,203,20.2%,5.79
https://tempus.ru/catalog/watches/fossil/,40,6964,0.57%,12.37
https://tempus.ru/catalog/watches/citizen/quartz/,40,3487,1.15%,5.86
https://tempus.ru/catalog/watches/tissot/tissotprx_powermatic_80/,40,2058,1.94%,11.12
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_110gb_1a/,40,1042,3.84%,7.76
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_ssk003k1/,40,861,4.65%,10.26
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s510d_1a/,40,825,4.85%,7.15
https://tempus.ru/catalog/watches/tissot/pr_100/tissot_t150_410_11_091_00/,40,718,5.57%,6.4
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_la_670wa_2/,40,610,6.56%,5.35
https://tempus.ru/catalog/watches/casio/edifice/casio_EF-121D-1A/,40,589,6.79%,8.34
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_550d_1a/,40,557,7.18%,5.09
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b1000d_1a/,40,449,8.91%,5.51
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100sd_1a/,40,440,9.09%,5.58
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1215a_1a/,40,426,9.39%,4.68
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd61k1/,40,391,10.23%,5.02
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dw_291hx_1a/,40,382,10.47%,4.35
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prj_b001b_2e/,39,1563,2.5%,10.63
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd55k1/,39,856,4.56%,5.53
https://tempus.ru/catalog/watches/casio/casio_collections/casio_db_36_1a/,39,636,6.13%,5.15
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_b165l_2b/,39,546,7.14%,5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_115d_8a/,39,545,7.16%,4.18
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2000hr_1a/,39,523,7.46%,7.16
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007d_2e/,39,512,7.62%,5.78
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m306d_2a/,39,410,9.51%,4.42
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600tls_8e/,39,236,16.53%,4.86
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_1100_1a1/,38,1093,3.48%,5.7
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prt_b50_1e/,38,1028,3.7%,7.31
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_218h_1b/,38,814,4.67%,6.69
https://tempus.ru/blog/longines-hydroconquest-2026-obnovlyennaya-kollektsiya-dizayn-kharakteristiki-i-vpechatleniya/,38,603,6.3%,6
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1600h_1a/,38,531,7.16%,4.99
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539d_1a2/,38,478,7.95%,6.2
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_s10d_2a/,38,380,10%,5.64
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_950dc_1a/,38,308,12.34%,6.14
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100sd_1c/,38,269,14.13%,5.63
https://tempus.ru/catalog/watches/casio/casio_collections/casio_crw_001_1/,37,1534,2.41%,8.05
https://tempus.ru/catalog/watches/tissot/ballade/,37,879,4.21%,7.34
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_217h_5a/,37,853,4.34%,6.17
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1303d_7a/,37,783,4.73%,5.2
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100b_3a/,37,667,5.55%,5.48
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_200_1a1/,37,624,5.93%,5.56
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005d_7b/,37,610,6.07%,4.86
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_140_1a1/,37,607,6.1%,5.94
https://tempus.ru/catalog/watches/casio/casio_collections/casio_lws_2200h_1a/,37,546,6.78%,5.3
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_539d_1a5/,37,503,7.36%,5.16
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0002l/,37,502,7.37%,4.75
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539d_1a/,37,484,7.64%,5.83
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_srpd51k1/,37,412,8.98%,5.42
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbm_2100a_1a3/,37,395,9.37%,5.14
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_940db_1a/,37,331,11.18%,4.77
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_930tl_1a/,37,271,13.65%,4.62
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_h5600_1a2/,36,1020,3.53%,7.22
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_178wa_1a/,36,780,4.62%,12.08
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870d_1a/,36,678,5.31%,5.6
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m305l_1a2/,36,672,5.36%,6.06
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mwd_110h_1a/,36,591,6.09%,5.29
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mrw_210h_5a/,36,575,6.26%,4.69
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526d_3a/,36,541,6.65%,5.77
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230a_3a/,36,513,7.02%,6.03
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd63k1/,36,441,8.16%,5.02
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_rs100l_1a/,36,363,9.92%,5.29
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640d_5a/,36,315,11.43%,4.3
https://tempus.ru/catalog/watches/casio/g_shock/casio_gg_b100_1a9/,35,933,3.75%,8.91
https://tempus.ru/catalog/watches/casio/g_shock/casio_gd_100_1b/,35,738,4.74%,6.03
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_9052_1v/,35,706,4.96%,3.89
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_7b2/,35,611,5.73%,5.63
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vt01b_1b/,35,599,5.84%,5.94
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b001_4a/,35,575,6.09%,4.63
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5900_1e/,35,480,7.29%,4.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_b166d_7a/,35,291,12.03%,4.45
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snkl45j1/,35,233,15.02%,5.26
https://tempus.ru/catalog/watches/q_q/superior/,34,1796,1.89%,8.44
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_400_1b/,34,1710,1.99%,6.97
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_1e/,34,713,4.77%,4.57
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mq_24d_7e/,34,590,5.76%,6.53
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2300_7a/,34,466,7.3%,7.32
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_h5600mb_1e/,34,431,7.89%,5.26
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1375l_1a/,34,423,8.04%,4.6
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1370d_2a2/,34,411,8.27%,4.52
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b1000d_3a/,34,364,9.34%,5.65
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_630d_1a/,34,361,9.42%,4.66
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_e510d_1a1/,34,318,10.69%,4.67
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340l_5e/,34,302,11.26%,5.33
https://tempus.ru/catalog/watches/casio/g_shock/casio_gba_900uu_5a/,34,290,11.72%,7.04
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_800h_1b/,33,1328,2.48%,5.75
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_900_1a/,33,1005,3.28%,5.8
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1314d_1a/,33,914,3.61%,4.82
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1500whx_1a/,33,906,3.64%,6.08
https://tempus.ru/catalog/watches/casio/casio_collections/casio_hdc_700_3a/,33,706,4.67%,6.23
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wg_9/,33,625,5.28%,4.39
https://tempus.ru/catalog/watches/seiko/presage/,33,604,5.46%,9.54
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_1000d_7e/,33,596,5.54%,5.56
https://tempus.ru/catalog/watches/casio/edifice/casio_era_110d_2a/,33,567,5.82%,6.14
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_7e2/,33,533,6.19%,5.78
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526d_7a/,33,486,6.79%,5.24
https://tempus.ru/catalog/watches/casio/g_shock/casio_AW-590-1A/,33,486,6.79%,5.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007sg_9b/,33,471,7.01%,5.92
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b1000d_2a/,33,418,7.89%,6.03
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_620d_1a2/,33,404,8.17%,4.93
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_610d_1a/,33,355,9.3%,5.89
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmc_b2100ad_2a/,33,317,10.41%,5.67
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384d_7a2/,33,299,11.04%,4.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_gw_9500mec_1e/,33,295,11.19%,5.66
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100ct_1a5/,33,255,12.94%,6.85
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_snxs77k1/,32,1375,2.33%,8.58
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_96h_1a/,32,712,4.49%,4.76
https://tempus.ru/catalog/watches/orient/wide_calendar/,32,665,4.81%,6.48
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_201wa_1a/,32,574,5.57%,7.12
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870da_2a1/,32,521,6.14%,5.55
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dw_290_1v/,32,519,6.17%,5
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100n_2a/,32,420,7.62%,5.06
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1500whx_3a/,32,396,8.08%,5.93
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302ds_4a/,32,364,8.79%,4.37
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_30d_2a/,32,355,9.01%,5.72
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230a_9a/,32,343,9.33%,5.33
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_e735l_8a/,32,329,9.73%,3.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_115d_2a2/,32,323,9.91%,5.16
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b185d_7a/,32,292,10.96%,3.76
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbm_2100a_2b/,32,234,13.68%,5.39
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v006l_1b/,31,654,4.74%,4.77
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_w110_1a/,31,619,5.01%,9.92
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mwa_100h_1a/,31,595,5.21%,6.05
https://tempus.ru/catalog/watches/emporio_armani/classics/emporio_armani_ar2448/,31,506,6.13%,6.6
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1700h_1a/,31,464,6.68%,5.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1239d_2a/,31,347,8.93%,5.57
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_s100g_1a/,31,340,9.12%,8.01
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100ad_2a/,31,308,10.06%,5.49
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_150d_2a/,31,305,10.16%,4.61
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640d_2a/,31,289,10.73%,4.73
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_140d_1a/,31,272,11.4%,4.26
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpe53k1/,31,272,11.4%,4.76
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100gd_9a/,31,261,11.88%,4.72
https://tempus.ru/catalog/watches/tissot/prs_516/tissot_t149_407_11_051_00/,31,88,35.23%,9.97
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2000_1a9/,30,1075,2.79%,5.73
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dbc_32d_1a/,30,953,3.15%,6.77
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prj_b001b_5e/,30,663,4.52%,6.91
https://tempus.ru/catalog/watches/casio/g_shock/casio_aw_591_2a/,30,553,5.42%,7.05
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_527d_3a/,30,523,5.74%,5.21
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_h5600_7e/,30,470,6.38%,6.61
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v009g_7e/,30,409,7.33%,4.69
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_200uu_9e/,30,342,8.77%,5.1
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dw_291hx_5a/,30,330,9.09%,4.93
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_550l_1a/,30,295,10.17%,4.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100cb_3a/,30,295,10.17%,6.36
https://tempus.ru/catalog/watches/orient/casual/orient_ra_tx0208l/,30,199,15.08%,4.57
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2110d_3a1/,30,196,15.31%,5.33
https://tempus.ru/catalog/watches/muzhskie/,29,4595,0.63%,8.75
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_110_1a/,29,2422,1.2%,5.85
https://tempus.ru/catalog/watches/tissot/chrono_xl/tissot_t116_617_11_092_00/,29,1154,2.51%,8.27
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100_7a/,29,1048,2.77%,5.87
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_880d_1a/,29,1004,2.89%,6.33
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_6900_1e/,29,995,2.91%,6.18
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbx_100s_1e/,29,875,3.31%,7.68
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_100d_1a/,29,801,3.62%,6.98
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b195l_3a/,29,674,4.3%,5.91
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_b5000d_3e/,29,568,5.11%,6.57
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mq_24b_9b/,29,473,6.13%,4.7
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c120d_1a/,29,472,6.14%,7.82
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v002d_1b/,29,445,6.52%,4.97
https://tempus.ru/catalog/watches/casio/casio_collections/casio_lf_20w_8a/,29,438,6.62%,6.72
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wegg_1a/,29,423,6.86%,14.14
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_61ans_3e/,29,407,7.13%,5.25
https://tempus.ru/catalog/watches/orient/sun_moon_classic/orient_ra_ak0010b/,29,403,7.2%,4.8
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd300d_1e/,29,399,7.27%,5.51
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_129d_1a/,29,388,7.47%,4.89
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_rs100d_1a/,29,368,7.88%,5.58
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_575cl_3a/,29,345,8.41%,5.66
https://tempus.ru/catalog/watches/seiko/discover_more/seiko_sur557p1/,29,339,8.55%,6.76
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aq_230ga_5a/,29,314,9.24%,6.64
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2000dd_1a/,29,297,9.76%,5.75
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100bbr_1a/,29,284,10.21%,5.11
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302da_7a/,29,283,10.25%,4.51
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_217hm_7b/,29,263,11.03%,7.31
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870a_3a/,29,259,11.2%,5.24
https://tempus.ru/catalog/watches/Citizen/citizen_automatic/citizen_nh8350_59l/,29,258,11.24%,4.41
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ac0r02l/,29,255,11.37%,3.58
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_109d_7a/,29,252,11.51%,4.89
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_900gl_1a/,29,219,13.24%,6.09
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539de_8a/,29,153,18.95%,3.55
https://tempus.ru/catalog/watches/certina/,28,4692,0.6%,14.25
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100_2a/,28,1851,1.51%,7.31
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_1053d_2a/,28,738,3.79%,6.05
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_1053d_1a/,28,677,4.14%,7.67
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_ca_500we_1a/,28,572,4.9%,9.38
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wa_8a/,28,537,5.21%,10.32
https://tempus.ru/catalog/watches/casio/casio_collections/casio_dbc_32_1a/,28,524,5.34%,3.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_gwg_1000_1a/,28,396,7.07%,5.85
